,Married,Years_Together,First_Together,End_Year,Religious_Attendance,Interracial_Couple,Age_Diff,Age,Edu_Diff,Pol_Diff,P_Age,Education,P_Education,Gender,Household_Income,Ethnicity,P_Ethnicity,Politics,P_Politics,White ,Black or African American ,American Indian or Alaska Native ,Asian Indian ,Chinese ,Filipino ,Japanese ,Korean ,Vietnamese ,Other Asian ,Hawaiian ,Guamanian ,Samoan ,Other Pacific Islander ,Some other race ,R_cowork,R_friend,R_family,R_sig_other,R_neighbor,P_cowork,P_friend,P_family,P_sig_other,P_neighbor,btwn_I_cowork,btwn_I_friend,btwn_I_family,btwn_I_sig_other,btwn_I_neighbor,school,college,mil,church,vol_org,customer,bar_restaurant,party,internet_other,internet_dating,internet_soc_network,internet_game,internet_chat,internet_org,public,blind_date,vacation,single_serve_nonint,business_trip,work_neighbors,met_online,places_met
784,"No, I am not Married",36.0,1981.0,,5,no,2.0,60,1,5,62.0,2,1,Male,11,"White, Non-Hispanic",White,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
785,"Yes, I am Married",17.0,2000.0,,0,no,5.0,40,1,0,45.0,2,3,Female,9,"White, Non-Hispanic",White,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
786,"Yes, I am Married",9.0,2008.0,,4,no,1.0,27,0,1,26.0,0,0,Female,11,"White, Non-Hispanic",White,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,college
787,"Yes, I am Married",34.0,1983.0,,0,no,0.0,55,1,0,55.0,2,1,Female,11,"Black, Non-Hispanic",Black or African American,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
788,"No, I am not Married",8.0,2009.0,,5,no,1.0,57,0,2,58.0,0,0,Female,15,"White, Non-Hispanic",White,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,bar_restaurant
789,"Yes, I am Married",26.0,1991.0,,3,no,7.0,48,0,2,55.0,0,0,Female,17,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,mil
790,"No, I am not Married",63.0,1948.0,2011.0,1,no,2.0,88,1,1,86.0,1,2,Male,0,"White, Non-Hispanic",White,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
791,"Yes, I am Married",57.0,1960.0,,0,no,0.0,72,1,0,72.0,2,1,Female,12,"Black, Non-Hispanic",Black or African American,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
792,"Yes, I am Married",34.0,1983.0,,1,no,5.0,52,0,2,57.0,0,0,Female,10,"White, Non-Hispanic",White,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
793,"Yes, I am Married",32.0,1985.0,,0,no,1.0,49,1,2,48.0,2,1,Female,13,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
794,"No, I am not Married",15.0,2002.0,,4,no,6.0,78,1,0,84.0,2,1,Female,6,"White, Non-Hispanic",White,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
795,"Yes, I am Married",60.0,1957.0,,1,no,3.0,79,1,2,76.0,2,1,Male,11,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,R_soc_circle
796,"Yes, I am Married",13.0,2004.0,,1,no,4.0,41,0,0,37.0,1,1,Male,8,"White, Non-Hispanic",White,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,internet_dating
797,"Yes, I am Married",16.0,2001.0,,3,no,1.0,57,1,2,58.0,0,1,Female,16,"Black, Non-Hispanic",Black or African American,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,college
798,"Yes, I am Married",56.0,1961.0,,1,no,2.0,70,1,2,72.0,1,0,Female,14,"White, Non-Hispanic",White,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
799,"Yes, I am Married",13.0,2004.0,,2,no,0.0,30,1,0,30.0,1,0,Male,13,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
800,"Yes, I am Married",43.0,1974.0,,2,no,0.0,59,0,1,59.0,2,2,Male,10,"White, Non-Hispanic",White,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
801,"Yes, I am Married",47.0,1970.0,,2,no,1.0,64,0,0,63.0,1,1,Male,14,"White, Non-Hispanic",White,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,bar_restaurant
802,"Yes, I am Married",49.0,1968.0,,4,no,3.0,70,0,0,67.0,1,1,Male,15,"White, Non-Hispanic",White,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,college
803,"Yes, I am Married",31.0,1986.0,,4,yes,13.0,66,0,1,53.0,0,0,Male,12,"White, Non-Hispanic",Asian or Pacific Islander,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
804,"Yes, I am Married",49.0,1968.0,,5,no,1.0,64,0,1,63.0,1,1,Male,16,"White, Non-Hispanic",White,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
805,"No, I am not Married",23.0,1994.0,,5,no,0.0,43,1,2,43.0,1,0,Male,8,"White, Non-Hispanic",White,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
806,"Yes, I am Married",43.0,1974.0,,2,no,3.0,58,0,0,61.0,2,2,Female,14,"White, Non-Hispanic",White,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
807,"Yes, I am Married",56.0,1961.0,,4,no,0.0,73,1,0,73.0,1,0,Male,12,"White, Non-Hispanic",White,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,R_soc_circle
808,"Yes, I am Married",15.0,2002.0,,5,no,1.0,28,1,2,29.0,2,1,Female,5,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
809,"Yes, I am Married",5.0,2012.0,,5,no,1.0,55,1,1,54.0,1,2,Male,15,"White, Non-Hispanic",White,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
810,"Yes, I am Married",12.0,2005.0,,0,no,1.0,24,0,6,25.0,0,0,Female,13,"White, Non-Hispanic",White,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
811,"Yes, I am Married",13.0,2004.0,,3,no,3.0,56,1,2,59.0,3,2,Male,13,"Black, Non-Hispanic",Black or African American,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
812,"Yes, I am Married",58.0,1959.0,,5,no,9.0,75,2,0,84.0,2,0,Female,10,"White, Non-Hispanic",White,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
813,"Yes, I am Married",62.0,1955.0,,0,yes,6.0,72,2,0,78.0,0,2,Female,20,"2+ Races, Non-Hispanic",White,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
814,"Yes, I am Married",40.0,1977.0,,1,yes,7.0,65,0,0,58.0,2,2,Female,10,Hispanic,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
815,"Yes, I am Married",7.0,2010.0,,4,no,0.0,36,0,2,36.0,2,2,Female,8,"White, Non-Hispanic",White,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
816,"Yes, I am Married",28.0,1989.0,,1,no,0.0,53,0,2,53.0,2,2,Female,12,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
817,"Yes, I am Married",43.0,1974.0,,5,no,0.0,60,1,0,60.0,1,0,Male,17,"White, Non-Hispanic",White,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
818,"No, I am not Married",39.0,1976.0,2015.0,4,no,4.0,59,0,4,63.0,2,2,Female,3,"White, Non-Hispanic",White,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
819,"Yes, I am Married",52.0,1965.0,,3,no,1.0,65,0,2,64.0,1,1,Female,11,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
820,"Yes, I am Married",38.0,1979.0,,3,no,1.0,64,2,1,63.0,0,2,Male,8,"White, Non-Hispanic",White,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,bar_restaurant
821,"Yes, I am Married",28.0,1989.0,,3,no,0.0,34,0,2,34.0,0,0,Female,15,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
822,"Yes, I am Married",22.0,1995.0,,1,no,7.0,67,0,2,60.0,1,1,Female,15,"White, Non-Hispanic",White,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,P_soc_circle
823,"Yes, I am Married",52.0,1965.0,,1,no,1.0,70,1,1,69.0,0,1,Male,8,"White, Non-Hispanic",White,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
824,"Yes, I am Married",26.0,1991.0,,5,no,8.0,58,0,2,66.0,2,2,Female,5,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
825,"Yes, I am Married",29.0,1988.0,,2,no,0.0,63,1,0,63.0,1,0,Female,16,"Black, Non-Hispanic",Black or African American,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,blind_date
826,"Yes, I am Married",35.0,1982.0,,3,no,1.0,56,0,2,57.0,0,0,Male,20,"White, Non-Hispanic",White,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,college
827,"No, I am not Married",3.0,2014.0,,4,no,6.0,29,0,1,23.0,2,2,Female,6,"White, Non-Hispanic",White,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
828,"Yes, I am Married",3.0,2014.0,,4,no,1.0,26,0,1,27.0,0,0,Male,14,"White, Non-Hispanic",White,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
829,"No, I am not Married",2.0,2015.0,,2,no,0.0,19,1,2,19.0,2,1,Female,17,"White, Non-Hispanic",White,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
830,"Yes, I am Married",59.0,1958.0,,4,no,5.0,75,0,0,70.0,2,2,Male,6,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,party
831,"Yes, I am Married",15.0,2002.0,,0,yes,4.0,34,0,0,30.0,2,2,Male,5,"White, Non-Hispanic",Other (please specify),3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,church
832,"No, I am not Married",11.0,2006.0,,4,yes,2.0,27,1,3,25.0,2,3,Female,9,"2+ Races, Non-Hispanic",Black or African American,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
833,"No, I am not Married",37.0,1980.0,,5,no,16.0,58,2,0,74.0,2,0,Male,13,"White, Non-Hispanic",White,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
834,"Yes, I am Married",6.0,2011.0,,1,no,36.0,68,0,0,32.0,0,0,Male,10,"White, Non-Hispanic",White,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,internet_other
835,"Yes, I am Married",33.0,1984.0,,5,no,3.0,54,0,0,51.0,2,2,Female,10,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,school
836,"Yes, I am Married",64.0,1953.0,,2,no,2.0,84,0,4,86.0,0,0,Male,13,"White, Non-Hispanic",White,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,R_soc_circle
837,"Yes, I am Married",26.0,1991.0,,0,no,2.0,55,0,3,53.0,3,3,Male,1,"White, Non-Hispanic",White,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
838,"No, I am not Married",38.0,1978.0,2016.0,4,no,8.0,70,0,3,78.0,0,0,Female,17,"White, Non-Hispanic",White,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,college
839,"Yes, I am Married",33.0,1984.0,,0,yes,1.0,55,0,0,56.0,1,1,Male,11,Hispanic,Asian or Pacific Islander,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,church
840,"Yes, I am Married",42.0,1975.0,,4,no,1.0,58,0,3,59.0,2,2,Female,14,"White, Non-Hispanic",White,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
841,"Yes, I am Married",31.0,1986.0,,2,no,2.0,37,0,1,35.0,0,0,Male,15,"White, Non-Hispanic",White,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
842,"Yes, I am Married",41.0,1976.0,,1,no,3.0,81,2,0,78.0,0,2,Male,15,"White, Non-Hispanic",White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
843,"Yes, I am Married",32.0,1985.0,,2,no,0.0,58,0,1,58.0,0,0,Male,11,"White, Non-Hispanic",White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,bar_restaurant
844,"No, I am not Married",7.0,2010.0,,5,no,1.0,26,0,2,27.0,0,0,Female,10,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,college
845,"Yes, I am Married",56.0,1961.0,,1,no,4.0,70,0,0,74.0,0,0,Male,6,"White, Non-Hispanic",White,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,college
846,"Yes, I am Married",38.0,1979.0,,4,no,6.0,55,0,1,61.0,2,2,Female,12,"White, Non-Hispanic",White,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,R_soc_circle
847,"No, I am not Married",1.0,2016.0,,1,no,8.0,27,0,2,19.0,1,1,Male,18,"Black, Non-Hispanic",Black or African American,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,church
848,"No, I am not Married",6.0,2011.0,,5,no,1.0,28,0,1,29.0,0,0,Female,16,"White, Non-Hispanic",White,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
849,"Yes, I am Married",31.0,1986.0,,2,no,2.0,52,1,2,54.0,2,3,Female,12,"White, Non-Hispanic",White,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,P_soc_circle
850,"Yes, I am Married",13.0,2004.0,,1,no,2.0,40,1,3,38.0,0,1,Male,15,"White, Non-Hispanic",White,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
851,"Yes, I am Married",20.0,1997.0,,4,no,2.0,61,1,1,59.0,1,2,Female,15,Hispanic,White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
852,"Yes, I am Married",27.0,1990.0,,1,yes,10.0,55,1,0,45.0,2,1,Male,18,Hispanic,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,met_online
853,"Yes, I am Married",53.0,1964.0,,1,no,0.0,73,0,2,73.0,2,2,Male,12,"White, Non-Hispanic",White,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
854,"Yes, I am Married",14.0,2003.0,,4,no,11.0,58,1,1,47.0,2,3,Female,9,"White, Non-Hispanic",White,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
855,"No, I am not Married",26.0,1991.0,,1,no,2.0,56,0,0,58.0,1,1,Male,14,"Black, Non-Hispanic",Black or African American,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
856,"Yes, I am Married",55.0,1962.0,,2,no,1.0,74,0,0,75.0,0,0,Male,20,"White, Non-Hispanic",White,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,vol_org
857,"No, I am not Married",1.0,2016.0,,2,no,1.0,54,1,0,53.0,1,2,Female,8,Hispanic,White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,bar_restaurant
858,"Yes, I am Married",31.0,1986.0,,5,no,13.0,65,1,1,52.0,3,2,Male,11,"White, Non-Hispanic",White,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
859,"No, I am not Married",26.0,1969.0,1995.0,0,no,4.0,68,0,2,72.0,2,2,Female,6,"White, Non-Hispanic",White,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,R_soc_circle
